Player Name,Rounds,Fairway Percentage,Avg Distance,gir,Average Putts,Average Scrambling,Average Score,Points,Wins,Top 10,Average SG Putts,Average SG Total,SG:OTT,SG:APR,SG:ARG,Money
Troy Merritt,62.0,61.43,285.2,65.05,29.18,56.15,70.9,499,0,1,0.024,-0.099,-0.213,0.261,-0.171,882864.0
Willy Wilcox,51.0,61.4,297.3,66.89,29.59,58.9,70.819,362,0,2,-0.204,0.349,0.487,0.203,-0.138,586159.0
Sangmoon Bae,76.0,61.39,288.5,62.94,28.88,57.4,71.168,466,0,0,0.418,0.21600000000000005,0.179,-0.299,-0.081,718111.0
Ian Poulter,57.0,61.35,288.1,62.4,28.64,58.05,70.722,657,0,2,0.067,-0.038,0.042,-0.17600000000000002,0.028,1616693.0
Martin Kaymer,65.0,61.27,294.9,64.58,29.0,53.43,70.468,1525,2,3,-0.111,0.244,0.279,0.37,-0.294,4532537.0
Martin Laird,66.0,61.26,297.2,66.31,29.76,53.72,71.436,425,0,1,-0.154,-0.116,0.238,-0.205,0.004,583663.0
Kyle Stanley,87.0,61.26,297.5,66.87,30.36,52.73,71.745,297,0,1,-1.385,-0.8340000000000001,0.44,0.623,-0.511,473581.0
Josh Teater,90.0,61.22,294.6,65.09,29.59,57.69,71.301,334,0,0,-0.218,-0.14300000000000002,0.239,-0.091,-0.07200000000000001,366241.0
Lee Westwood,57.0,61.22,292.3,63.69,28.95,56.28,70.738,514,0,2,0.151,0.6459999999999999,0.334,0.037000000000000005,0.124,1223104.0
Jhonattan Vegas,77.0,61.16,304.8,69.11,30.13,59.23,71.02199999999998,505,0,2,-0.37,-0.056,0.628,-0.439,0.125,751763.0
Scott Langley,95.0,61.08,281.3,64.16,28.72,61.67,70.66199999999998,686,0,1,0.268,0.284,-0.395,0.15,0.262,1151496.0
Michael Putnam,106.0,61.08,293.0,67.05,29.76,56.69,70.905,618,0,1,-0.409,0.108,0.111,0.469,-0.063,818799.0
Wes Roach,67.0,61.05,293.0,64.2,28.9,57.64,71.206,314,0,1,0.0,-0.5539999999999999,-0.149,-0.107,-0.298,453616.0
Brian Harman,111.0,60.96,289.0,64.26,28.65,59.66,70.391,1349,1,6,0.113,0.515,-0.014,0.29600000000000004,0.121,2414334.0
Louis Oosthuizen,50.0,60.9,300.5,66.43,29.98,51.8,70.852,453,0,1,-0.429,-0.217,0.7240000000000001,-0.145,-0.3670000000000001,946134.0
James Hahn,82.0,60.83,289.6,63.96,29.65,55.11,71.186,456,0,2,-0.306,-0.236,0.162,0.009000000000000001,-0.102,735259.0
Vijay Singh,83.0,60.66,289.7,65.39,29.54,59.19,70.933,625,0,1,-0.579,-0.025,0.16699999999999998,0.126,0.261,989028.0
Paul Casey,56.0,60.49,293.0,65.77,29.0,56.23,70.152,471,0,0,0.28300000000000003,1.008,-0.013,0.762,-0.024,877968.0
Bubba Watson,76.0,60.47,314.3,67.96,28.99,59.14,69.712,2173,2,7,-0.05,1.352,0.967,0.324,0.111,6336978.0
Stuart Appleby,92.0,60.42,278.6,62.96,28.42,61.0,70.59899999999998,554,0,2,0.487,0.361,-0.311,-0.16,0.345,1477971.0
Brad Fritsch,50.0,60.24,294.4,65.05,28.88,59.93,70.888,322,0,3,-0.05,0.06,-0.048,0.098,0.06,568391.0
Pat Perez,84.0,60.05,286.4,64.35,28.77,60.3,71.11,682,0,3,0.251,-0.004,-0.28,0.063,-0.039,1315080.0
Harris English,95.0,59.95,299.2,68.36,29.28,57.44,70.094,1469,1,7,-0.028,0.677,0.193,0.465,0.047,2947322.0
Camilo Villegas,95.0,59.95,292.5,66.96,29.21,56.64,70.71600000000002,1002,1,1,0.0,0.315,-0.159,0.413,0.061,1642124.0
Gonzalo Fernandez-Castaño,83.0,59.93,288.1,60.84,28.72,57.79,71.294,470,0,1,-0.12,-0.211,-0.262,-0.07,0.24,926493.0
Rickie Fowler,91.0,59.93,297.5,64.51,28.46,62.06,70.172,1471,0,7,0.29,0.769,0.264,0.213,0.003,4806117.0
Rory McIlroy,66.0,59.93,310.5,69.44,28.59,58.52,68.827,2582,3,9,0.274,2.266,1.367,0.602,0.022,8280096.0
Justin Rose,70.0,59.92,295.1,66.91,28.85,61.23,69.624,1447,1,7,-0.04,1.466,0.402,0.7440000000000001,0.36,3926768.0
David Lingmerth,80.0,59.83,289.8,63.3,28.93,54.58,71.469,391,0,2,-0.087,-0.307,0.094,-0.171,-0.142,676661.0
John Rollins,84.0,59.8,290.1,64.86,30.06,52.77,71.932,244,0,0,-0.252,-0.647,-0.204,0.002,-0.193,289757.0
Bronson La'Cassie,51.0,59.76,284.9,61.35,29.13,60.24,71.77199999999998,128,0,0,-0.08800000000000001,-0.519,-0.04,-0.535,0.145,160632.0
Chad Collins,78.0,59.67,275.4,59.98,28.41,59.66,71.315,295,0,1,0.438,-0.446,-0.635,-0.522,0.273,408434.0
Robert Streb,75.0,59.62,300.0,65.65,28.9,59.0,70.502,635,0,1,0.119,0.438,0.461,-0.259,0.117,1300075.0
Brendan Steele,89.0,59.51,298.9,66.47,29.24,59.45,70.798,729,0,4,0.121,0.519,0.237,0.222,-0.062,1359890.0
Tim Wilkinson,86.0,59.51,282.4,61.72,28.55,63.19,70.714,494,0,3,0.205,0.127,-0.145,-0.287,0.354,824179.0
Bryce Molder,77.0,59.49,278.7,63.93,28.79,60.34,71.112,455,0,2,0.249,-0.233,-0.763,0.006,0.275,828605.0
Gary Woodland,93.0,59.49,304.1,66.55,29.1,60.11,70.249,1059,0,4,-0.149,0.9,0.581,0.381,0.087,2734153.0
Stewart Cink,91.0,59.45,293.7,66.36,29.52,55.35,70.847,504,0,0,-0.131,0.113,-0.006999999999999999,0.442,-0.192,929166.0
Charl Schwartzel,64.0,59.45,297.8,63.53,28.34,61.67,69.671,783,0,5,0.055,1.341,0.55,0.315,0.421,1997482.0
Freddie Jacobson,91.0,59.35,284.6,62.58,28.38,61.34,70.604,987,0,4,0.7040000000000001,0.411,-0.162,-0.199,0.068,1901789.0
Davis Love III,74.0,59.04,296.3,64.51,29.63,55.43,71.36399999999998,253,0,0,-0.361,-0.418,0.17600000000000002,0.053,-0.285,284800.0
Charlie Beljan,76.0,59.02,303.8,65.2,29.64,52.99,71.28,409,0,1,-0.231,-0.289,0.523,-0.128,-0.453,712652.0
Luke Guthrie,85.0,58.99,287.6,63.53,28.49,61.29,70.638,575,0,2,0.19,0.299,-0.231,0.113,0.228,840555.0
Kevin Tway,64.0,58.95,294.5,64.35,30.15,52.99,71.91199999999998,172,0,0,-0.157,-0.8340000000000001,0.048,-0.623,-0.102,167278.0
Brice Garnett,92.0,58.91,289.3,65.15,29.05,59.6,71.039,488,0,1,0.109,-0.147,-0.056,-0.197,-0.002,617805.0
Carl Pettersson,91.0,58.79,295.5,66.67,29.44,57.33,70.52,650,0,3,-0.138,0.259,0.294,0.096,0.006,1348393.0
Jordan Spieth,102.0,58.79,289.7,62.47,27.86,62.39,69.946,1692,0,7,0.399,0.98,0.034,0.28600000000000003,0.26,4342748.0
Jason Day,54.0,58.72,301.2,64.0,28.71,64.95,69.626,1028,1,3,0.317,1.389,0.495,0.17600000000000002,0.402,3789574.0
Charley Hoffman,93.0,58.69,299.2,67.08,28.97,59.53,70.464,1026,0,5,0.266,0.956,0.415,0.301,-0.026,1977296.0
Ryan Palmer,85.0,58.55,300.4,66.67,28.73,58.24,69.993,1068,0,6,0.295,1.265,0.76,0.133,0.078,2924300.0
Greg Chalmers,85.0,58.51,280.7,59.88,28.16,59.49,71.251,402,0,1,0.856,-0.133,-0.503,-0.636,0.151,578979.0
Geoff Ogilvy,84.0,58.51,292.5,64.51,29.43,55.77,71.422,611,1,1,-0.331,-0.363,-0.02,0.038,-0.05,1809632.0
Trevor Immelman,84.0,58.5,291.8,65.28,29.7,54.6,71.471,354,0,1,-0.474,-0.317,-0.006,-0.013,0.17600000000000002,447516.0
Matt Jones,83.0,58.5,296.3,63.25,28.75,55.92,71.021,970,1,1,0.142,0.113,0.236,-0.421,0.157,1928154.0
Erik Compton,88.0,58.48,283.3,63.07,28.78,58.8,70.829,745,0,3,0.282,0.023,-0.08900000000000001,0.066,-0.235,1796143.0
Ángel Cabrera,69.0,58.4,303.7,64.98,29.39,53.1,70.675,807,1,1,0.006999999999999999,0.205,0.5539999999999999,0.078,-0.434,1868559.0
Phil Mickelson,71.0,58.01,292.4,65.26,28.58,61.71,70.278,921,0,1,0.234,0.868,0.201,0.166,0.266,2158019.0
Marc Leishman,81.0,57.97,297.6,65.21,28.96,57.29,70.152,1137,0,6,-0.017,0.7490000000000001,0.16399999999999998,0.546,0.056,2558657.0
Tommy Gainey,73.0,57.92,294.0,64.01,29.3,50.56,71.51,311,0,1,0.019,-0.521,0.257,-0.057,-0.74,490590.0
Charlie Wi,72.0,57.74,281.0,60.87,28.57,62.27,71.067,329,0,0,0.112,-0.108,-0.35,-0.253,0.383,384796.0
Bud Cauley,56.0,57.54,293.4,67.46,29.39,59.76,71.06,357,0,1,-0.389,-0.105,-0.073,-0.109,0.467,647886.0
Jeff Overton,80.0,57.36,287.5,65.79,28.87,60.47,70.734,631,0,3,0.017,0.061,0.056,-0.059,0.047,1115467.0
Robert Garrigus,80.0,57.18,306.1,65.14,29.0,57.17,70.72800000000002,678,0,2,0.047,0.429,0.362,0.156,-0.136,1095474.0
Dustin Johnson,58.0,57.18,311.0,68.03,28.74,59.76,69.546,1769,1,7,0.08199999999999999,1.331,0.73,0.5329999999999999,-0.015,4249180.0
Chesson Hadley,84.0,57.01,290.6,63.03,29.0,54.2,71.212,705,1,3,0.041,-0.14,-0.319,0.242,-0.102,1703316.0
Johnson Wagner,69.0,56.95,287.1,64.1,29.29,58.33,71.444,323,0,1,0.05,-0.565,-0.209,-0.254,-0.152,393729.0
Matt Every,85.0,56.72,286.3,63.33,28.82,58.82,70.722,1250,1,6,0.733,0.4970000000000001,-0.234,0.029,-0.031,2540370.0
Martin Flores,85.0,56.71,296.0,66.54,29.56,57.42,71.199,530,0,1,-0.14400000000000002,0.218,-0.001,0.391,-0.029,1035447.0
Jim Renner,61.0,56.5,288.2,62.71,29.81,47.98,71.843,346,0,1,-0.792,-1.013,-0.339,0.3670000000000001,-0.248,763978.0
Jonas Blixt,64.0,56.16,286.1,61.11,28.77,58.76,71.581,599,0,1,0.303,-0.209,-0.434,-0.299,0.221,1342198.0
Scott Stallings,77.0,56.04,300.4,63.16,29.38,54.17,71.835,668,1,1,-0.305,-0.6729999999999999,0.135,-0.221,-0.28300000000000003,1385689.0
Retief Goosen,94.0,55.9,288.8,63.64,29.09,61.12,70.72800000000002,569,0,2,0.35200000000000004,0.329,-0.443,0.151,0.269,826073.0
Jason Kokrak,65.0,55.64,303.4,65.38,28.8,59.75,70.307,632,0,2,0.222,0.908,0.284,0.476,-0.07400000000000001,1200381.0
Patrick Reed,92.0,55.59,292.3,63.64,28.76,59.42,70.598,1666,2,3,0.249,0.331,0.04,-0.35200000000000004,0.393,4026076.0
Rory Sabbatini,82.0,55.48,294.2,65.38,29.53,55.35,71.381,567,0,3,-0.326,-0.5710000000000001,-0.065,0.021,-0.201,1024736.0
Steven Bowditch,93.0,55.13,298.1,63.38,29.15,56.77,71.145,828,1,1,-0.581,-0.182,-0.002,0.094,0.307,1734693.0
Seung-Yul Noh,92.0,55.02,296.5,66.97,29.2,60.33,70.661,950,1,2,-0.121,0.306,-0.268,0.447,0.248,2115234.0
Ricky Barnes,92.0,54.85,290.7,64.96,28.83,61.8,70.671,518,0,2,0.157,0.302,-0.267,0.396,0.015,706855.0
Andres Romero,81.0,54.79,294.6,60.53,28.53,59.96,70.852,503,0,1,0.353,0.145,0.05,-0.381,0.124,782184.0
J.B. Holmes,86.0,54.71,308.0,60.92,28.35,58.51,70.721,1007,1,2,-0.075,0.401,0.509,-0.317,0.28300000000000003,2365204.0
Morgan Hoffmann,103.0,54.09,295.4,62.74,28.53,57.53,70.899,448,0,0,0.506,0.034,-0.172,-0.425,0.125,1595922.0
Jamie Lovemark,64.0,53.94,302.4,64.91,29.48,56.2,71.345,212,0,0,-0.585,-0.35100000000000003,0.374,-0.321,0.181,305944.0
Sean O'Hair,77.0,53.73,300.5,63.42,29.06,59.57,71.24,278,0,1,0.08199999999999999,-0.244,0.121,-0.473,0.026,408793.0
Tyrone Van Aswegen,79.0,53.54,290.0,64.17,29.01,58.25,71.07,355,0,0,0.017,-0.247,-0.735,0.29100000000000004,0.181,454856.0
Ernie Els,85.0,53.26,291.2,61.6,28.68,61.36,70.736,610,0,2,-0.171,0.483,-0.016,0.141,0.529,1799569.0
Ryo Ishikawa,75.0,53.26,291.0,64.96,28.79,54.55,70.98,681,0,3,0.092,0.32299999999999995,-0.259,0.395,0.095,1380579.0
Troy Matteson,62.0,53.09,296.7,61.97,29.43,52.64,72.237,238,0,1,-0.422,-1.337,-0.264,-0.417,-0.233,387796.0
Charles Howell III,106.0,52.77,304.1,67.66,29.11,61.26,70.134,1042,0,6,0.037000000000000005,0.755,0.498,0.017,0.201,1997044.0
Mike Weir,69.0,52.76,271.2,57.44,28.4,59.84,71.789,375,0,1,0.256,-0.626,-1.582,0.257,0.443,854413.0
James Driscoll,71.0,52.68,284.2,60.88,28.86,55.4,71.454,311,0,0,0.123,-0.835,-0.6609999999999999,-0.146,-0.151,371404.0
Aaron Baddeley,74.0,52.29,293.8,59.8,28.15,60.27,70.796,528,0,2,0.872,0.044,-0.589,-0.29100000000000004,0.051,942559.0
Jimmy Walker,98.0,51.67,301.0,67.59,28.73,58.39,69.789,2493,3,9,0.479,1.253,0.119,0.608,0.048,5787016.0
Andrew Loupe,65.0,50.0,308.0,63.11,28.79,55.56,71.142,380,0,1,0.35,-0.136,0.22,-0.509,-0.196,563121.0
Jerry Kelly,75.0,71.81,273.2,65.41,28.84,62.96,70.52199999999998,580,0,2,0.198,0.5920000000000001,0.109,0.159,0.125,832407.0
Mark Wilson,56.0,70.74,278.0,66.24,29.69,61.39,70.916,476,0,3,-0.21,0.3,0.185,0.252,0.07200000000000001,913730.0
Steve Stricker,51.0,70.65,283.6,71.16,28.68,65.57,68.893,1117,0,5,0.72,2.193,0.311,0.5670000000000001,0.596,4440532.0
Jim Furyk,80.0,70.47,275.3,68.3,29.31,59.55,69.828,1057,0,5,0.092,1.389,0.023,0.95,0.32299999999999995,3204779.0
Tim Clark,64.0,70.31,273.9,62.02,28.89,60.19,70.693,703,0,3,0.058,0.14400000000000002,0.048,0.087,-0.049,1355952.0
Chez Reavie,72.0,70.29,282.8,66.74,29.03,59.86,70.6,439,0,0,-0.009000000000000001,0.375,0.381,0.18600000000000005,-0.184,590925.0
Henrik Stenson,65.0,70.09,290.9,71.96,29.91,57.28,69.248,1426,0,6,0.004,1.618,0.71,0.7759999999999999,0.128,6388230.0
Zach Johnson,84.0,69.68,278.8,68.14,29.35,59.66,70.07300000000001,1141,0,6,0.365,0.8440000000000001,0.181,0.251,0.047,4044509.0
Justin Hicks,79.0,69.61,280.0,68.59,29.89,51.89,71.138,451,0,1,-0.219,-0.139,0.218,0.462,-0.6,732742.0
Ken Duke,87.0,69.28,275.1,63.09,28.92,56.92,71.025,902,1,2,-0.026,-0.065,0.009000000000000001,0.13,-0.17800000000000002,1722583.0
Jeff Maggert,63.0,68.83,277.6,66.58,29.25,60.42,71.208,453,0,2,-0.316,-0.267,0.07400000000000001,0.141,-0.166,1022331.0
Jin Park,52.0,68.82,273.2,63.44,29.24,59.27,71.777,125,0,0,-0.027000000000000003,-0.512,-0.335,-0.166,0.016,136457.0
Brian Davis,91.0,68.61,278.8,62.15,28.38,58.87,70.69,622,0,3,0.232,0.6890000000000001,0.051,0.222,0.185,1221524.0
John Huh,88.0,68.53,282.0,66.6,29.64,59.36,70.758,661,0,2,-0.227,0.298,0.179,0.155,0.19,1529482.0
Graeme McDowell,53.0,68.51,277.5,62.7,29.04,61.09,70.503,941,1,4,0.136,0.5429999999999999,0.251,0.217,-0.061,2174595.0
Ryan Moore,72.0,68.44,282.3,64.32,29.18,57.68,70.825,653,0,3,-0.028,0.35,0.232,0.006999999999999999,0.139,1490265.0
"Ted Potter, Jr.",65.0,68.03,280.3,64.48,29.1,60.77,70.615,518,0,2,0.247,0.406,0.166,0.046,-0.052000000000000005,829770.0
Jordan Spieth,82.0,67.8,289.4,66.94,28.68,61.07,69.668,1436,1,7,0.182,1.473,0.611,0.48,0.2,3879820.0
Ben Kohles,75.0,67.78,279.0,65.26,29.32,56.08,71.488,286,0,1,0.051,-0.459,-0.042,-0.113,-0.354,419416.0
Darron Stiles,51.0,67.64,275.1,62.24,29.04,61.26,71.947,125,0,0,-0.4270000000000001,-0.912,-0.087,-0.401,0.003,184866.0
Doug LaBelle II,72.0,67.42,280.1,64.37,28.9,56.12,71.317,290,0,0,0.545,-0.386,-0.243,-0.479,-0.21,338921.0
Roberto Castro,97.0,67.36,282.3,67.3,29.24,61.47,70.494,823,0,2,-0.465,0.466,0.204,0.379,0.348,2154898.0
Kevin Streelman,86.0,67.25,287.5,66.41,29.33,59.42,70.267,1333,1,5,0.246,0.858,0.406,0.214,-0.008,3088284.0
Richard Lee,81.0,66.95,279.1,66.52,29.05,63.58,70.91199999999998,565,0,2,0.564,0.313,-0.134,-0.07400000000000001,-0.043,920836.0
Hunter Mahan,91.0,66.61,290.0,67.58,29.41,58.87,70.10600000000001,1101,0,4,0.382,1.134,0.417,0.285,0.05,3036164.0
David Toms,49.0,66.5,277.4,63.64,29.02,59.72,71.134,326,0,1,-0.379,-0.679,-0.37,-0.026,0.095,646161.0
Colt Knost,69.0,66.48,271.7,61.71,28.78,56.47,72.264,130,0,0,0.435,-1.279,-0.625,-0.847,-0.242,176710.0
Boo Weekley,100.0,66.36,290.9,69.39,30.13,55.35,70.611,1335,1,4,-0.6759999999999999,0.099,0.594,0.401,-0.221,2786662.0
Brendon de Jonge,110.0,66.28,286.3,68.84,29.1,62.56,70.154,769,0,3,0.03,0.7559999999999999,0.28,0.414,0.032,1795244.0
D.H. Lee,65.0,66.23,280.9,65.98,29.23,57.79,71.187,432,0,3,0.037000000000000005,-0.17600000000000002,-0.142,-0.055,-0.015,882793.0
K.J. Choi,85.0,66.04,278.3,65.87,29.12,62.98,70.322,666,0,2,0.337,0.845,0.096,0.154,0.258,973751.0
Brian Stuard,78.0,65.99,281.8,65.77,29.31,60.31,70.869,583,0,4,0.067,-0.068,-0.128,0.118,-0.125,1032028.0
Bryce Molder,82.0,65.95,273.8,63.68,28.4,61.76,70.52,504,0,0,0.594,0.504,-0.5379999999999999,0.052000000000000005,0.395,816922.0
Graham DeLaet,94.0,65.8,298.6,70.51,29.63,59.72,70.089,856,0,5,0.1,1.069,0.488,0.64,-0.159,2834900.0
Jason Bohn,70.0,65.74,276.3,64.44,28.79,54.69,71.101,454,0,2,0.185,-0.033,-0.156,0.034,-0.095,739030.0
George McNeill,68.0,65.62,286.0,65.28,29.4,59.76,70.876,399,0,0,-0.028,0.185,-0.012,0.255,-0.03,500798.0
Vaughn Taylor,50.0,65.32,289.8,63.53,28.61,56.95,70.89699999999998,246,0,1,0.103,-0.038,-0.042,0.14800000000000002,-0.247,399286.0
Dicky Pride,71.0,65.24,274.8,64.43,29.07,59.44,71.293,293,0,2,-0.011,-0.361,-0.365,0.012,0.002,495390.0
J.J. Henry,83.0,64.93,284.7,67.97,30.0,56.53,70.992,516,0,2,0.146,0.07200000000000001,0.138,-0.122,-0.08900000000000001,761861.0
David Lingmerth,68.0,64.87,285.8,63.24,28.88,58.44,70.99600000000002,806,0,3,-0.009000000000000001,0.015,0.301,-0.255,-0.022,1748109.0
Jason Dufner,78.0,64.81,285.9,67.53,29.4,59.11,69.91199999999999,1256,1,3,-0.231,0.581,0.475,0.44,-0.103,3132268.0
Brian Gay,79.0,64.79,275.1,56.68,27.51,63.8,71.16,744,1,1,0.428,-0.266,-0.5770000000000001,-0.453,0.336,1426017.0
Brandt Jobe,62.0,64.78,292.1,66.0,29.69,54.65,71.175,283,0,0,-0.002,0.121,0.104,0.209,-0.191,309105.0
Tom Gillis,69.0,64.75,286.3,60.68,29.02,60.22,71.559,264,0,0,0.173,-0.5429999999999999,0.062,-0.905,0.126,345325.0
Matt Jones,83.0,64.74,292.3,66.0,28.89,63.98,70.245,836,0,4,0.145,0.885,0.396,0.123,0.22,1724707.0
Nicholas Thompson,99.0,64.74,291.6,67.85,29.58,56.89,70.92,585,0,2,-0.281,0.225,0.42,0.373,-0.28800000000000003,959434.0
Russell Henley,80.0,64.68,289.0,64.25,28.94,57.17,70.57,1048,1,3,0.609,0.754,0.4320000000000001,-0.053,-0.233,2008026.0
Justin Leonard,86.0,64.36,276.3,63.11,28.38,59.02,70.863,536,0,1,0.348,0.115,-0.341,-0.255,0.363,694139.0
Kevin Stadler,83.0,64.21,289.8,68.92,29.51,54.75,70.632,547,0,2,-0.284,0.467,0.41,0.451,-0.11,1281177.0
Billy Horschel,96.0,64.17,293.8,67.48,29.14,55.69,70.244,1487,1,7,0.381,0.6559999999999999,0.465,-0.121,-0.069,3501703.0
Bo Van Pelt,72.0,63.8,285.9,65.63,29.59,53.35,71.08,542,0,1,-0.181,-0.07,0.18600000000000005,0.025,-0.1,956629.0
Justin Rose,62.0,63.57,296.6,68.89,29.3,60.71,69.225,1447,1,5,-0.188,1.723,0.459,0.961,0.491,4146148.0
D.J. Trahan,48.0,63.54,293.4,67.87,29.67,56.39,71.429,169,0,1,-0.247,-0.531,0.182,-0.448,-0.018000000000000002,284249.0
D.A. Points,87.0,63.48,281.1,62.77,29.08,55.92,71.116,1038,1,2,-0.161,0.0,-0.194,0.191,0.163,2658887.0
Webb Simpson,92.0,63.3,285.4,66.67,28.93,57.95,69.783,1188,0,4,0.313,1.271,0.21600000000000005,0.517,0.225,2957582.0
Bob Estes,66.0,63.11,285.0,64.9,28.41,66.19,70.361,523,0,2,0.335,0.759,-0.21600000000000005,0.277,0.362,769717.0
Aaron Watkins,46.0,63.03,277.1,62.25,28.75,59.53,71.77,126,0,1,0.402,-0.589,-0.568,-0.7070000000000001,0.285,217495.0
Charlie Wi,75.0,63.02,282.1,60.56,28.34,59.92,71.17399999999998,401,0,1,0.17600000000000002,-0.251,-0.224,-0.498,0.295,656672.0
Cameron Tringale,80.0,62.89,287.2,67.01,29.09,61.68,70.72399999999998,654,0,1,0.104,0.343,-0.079,0.16899999999999998,0.149,971209.0
Luke Donald,60.0,62.87,278.1,62.16,28.21,61.52,69.793,707,0,4,0.528,1.279,-0.459,0.583,0.628,1930646.0
Keegan Bradley,88.0,62.82,300.6,66.54,28.94,60.88,69.72399999999999,1416,0,7,0.25,1.403,0.698,0.27,0.185,3636813.0
Greg Chalmers,77.0,62.8,276.8,61.64,28.01,59.33,71.22800000000002,395,0,2,0.857,-0.033,-0.552,-0.237,-0.102,632283.0
Will Claxton,67.0,62.8,284.9,65.7,30.14,53.47,71.889,186,0,0,-0.7090000000000001,-0.804,0.341,-0.222,-0.215,206722.0
Y.E. Yang,56.0,62.79,286.7,62.7,29.11,56.65,71.348,182,0,0,-0.069,-0.573,0.133,-0.5,-0.13699999999999998,259118.0
Jim Herman,59.0,62.71,299.2,67.98,30.22,54.57,71.045,325,0,2,-0.229,0.053,0.55,-0.091,-0.17600000000000002,490756.0
Lee Westwood,70.0,62.59,290.3,65.22,29.42,61.57,70.158,856,0,6,-0.484,0.604,0.439,0.479,0.17,2081731.0
Brandt Snedeker,79.0,62.57,281.3,65.68,28.38,60.86,69.791,2218,2,8,0.6920000000000001,1.141,-0.025,0.121,0.354,5318087.0
Stuart Appleby,88.0,62.53,284.7,65.21,28.71,65.21,70.834,395,0,1,0.353,0.241,-0.28,-0.219,0.387,538333.0
Tiger Woods,61.0,62.5,293.2,67.59,28.85,60.0,68.944,3059,5,7,0.426,2.064,-0.142,1.533,0.247,8553439.0
Scott Langley,79.0,62.45,278.9,64.0,29.08,59.47,71.26899999999998,386,0,1,0.04,-0.171,-0.302,-0.124,0.215,590684.0
David Mathis,71.0,62.42,280.6,63.6,29.73,52.39,72.222,197,0,1,-0.448,-1.149,-0.328,-0.267,-0.105,274477.0
Ian Poulter,59.0,62.42,281.7,63.52,28.83,61.49,70.382,645,0,3,0.177,0.514,0.2,-0.153,0.29,1723463.0
Chris Stroud,88.0,62.4,277.0,64.33,28.4,64.6,70.546,800,0,4,0.34,0.616,-0.578,0.52,0.333,1602122.0
Nick Watney,88.0,62.4,291.2,68.48,29.99,56.35,70.78,663,0,2,0.006,0.512,0.461,0.362,-0.317,2477639.0
Rod Pampling,46.0,62.35,282.6,64.55,29.48,55.97,71.943,109,0,0,-0.564,-0.857,-0.115,-0.568,0.389,110451.0
Scott Brown,65.0,62.32,289.5,64.1,29.03,55.71,71.25,588,1,1,-0.217,-0.067,0.338,-0.174,-0.014,1012142.0
Bill Haas,85.0,62.31,288.2,67.79,29.27,62.01,70.023,1505,1,9,0.266,1.265,0.365,0.34600000000000003,0.289,3475563.0
Vijay Singh,61.0,62.31,288.1,69.13,30.89,57.23,70.995,291,0,0,-0.8759999999999999,-0.025,0.371,0.501,-0.021,309351.0
William McGirt,75.0,62.3,281.8,65.33,28.88,60.47,71.0,533,0,2,0.229,0.068,-0.208,-0.118,0.165,867384.0
Rickie Fowler,75.0,62.27,286.4,63.59,28.65,59.59,70.212,822,0,4,0.425,0.7829999999999999,0.14300000000000002,0.141,0.07400000000000001,1816742.0
David Hearn,88.0,62.08,279.7,64.71,28.48,57.78,70.738,728,0,2,0.484,0.345,-0.199,0.179,-0.119,1171515.0
Daniel Summerhays,83.0,62.08,285.7,64.46,28.72,59.13,70.813,594,0,4,0.221,0.453,-0.062,0.227,0.067,1277886.0
Fabián Gómez,65.0,61.88,289.5,64.1,28.97,59.76,71.33,339,0,1,0.124,-0.248,0.08900000000000001,-0.435,-0.026,586942.0
Adam Scott,61.0,61.84,297.8,68.8,29.52,56.38,69.3,1347,1,5,-0.027000000000000003,1.31,0.7340000000000001,0.5479999999999999,0.055,4892611.0
Lucas Glover,65.0,61.62,293.7,66.41,30.51,51.91,71.577,454,0,2,-0.851,-0.086,0.541,0.307,-0.083,747812.0
Brendan Steele,86.0,61.56,290.7,65.99,29.49,57.17,71.053,574,0,2,0.028,0.023,0.025,-0.135,0.105,1004161.0
Kevin Chappell,80.0,61.52,292.9,66.11,29.44,58.4,70.92699999999998,689,0,3,-0.338,0.384,0.276,0.37,0.077,1589839.0
Michael Thompson,66.0,61.39,279.4,61.78,29.18,57.71,71.298,828,1,3,-0.12,-0.511,-0.28,-0.179,0.067,1707637.0
Justin Bolli,59.0,61.36,279.1,61.11,29.09,57.14,72.03399999999998,278,0,2,0.038,-1.232,-0.273,-0.787,-0.21,545187.0
Martin Kaymer,61.0,61.36,288.4,64.85,30.0,52.59,70.559,474,0,3,0.13699999999999998,0.135,0.402,-0.07,-0.335,882937.0
Pat Perez,69.0,61.35,290.1,67.87,29.35,56.64,70.835,544,0,4,-0.039,0.284,-0.127,0.505,-0.055,974800.0
Sergio Garcia,65.0,61.28,291.0,67.46,28.92,57.45,69.543,684,0,4,0.591,1.519,0.131,0.5379999999999999,0.259,2251139.0
Luke Guthrie,82.0,61.24,283.5,63.62,29.07,58.85,71.139,607,0,2,-0.205,0.015,-0.116,0.28,0.055,991902.0
Trevor Immelman,73.0,61.19,283.6,66.51,29.94,59.13,71.491,295,0,1,-0.365,-0.29100000000000004,-0.181,0.162,0.094,360549.0
Ben Crane,62.0,60.94,281.0,63.98,28.98,63.83,70.86399999999998,369,0,2,0.024,0.199,-0.14300000000000002,0.313,0.005,796947.0
Geoff Ogilvy,57.0,60.94,285.1,62.18,29.82,55.67,71.58800000000002,492,0,1,-0.337,-0.649,-0.161,-0.268,0.117,892920.0
